	image_paths	species
7182	dataset/cropped/Crataegus laevigata/7181.jpg	Crataegus laevigata
7183	dataset/cropped/Crataegus laevigata/7182.jpg	Crataegus laevigata
7184	dataset/cropped/Crataegus laevigata/7183.jpg	Crataegus laevigata
7185	dataset/cropped/Crataegus laevigata/7184.jpg	Crataegus laevigata
7186	dataset/cropped/Crataegus laevigata/7185.jpg	Crataegus laevigata
7187	dataset/cropped/Crataegus laevigata/7186.jpg	Crataegus laevigata
7188	dataset/cropped/Crataegus laevigata/7187.jpg	Crataegus laevigata
7189	dataset/cropped/Crataegus laevigata/7188.jpg	Crataegus laevigata
7190	dataset/cropped/Crataegus laevigata/7189.jpg	Crataegus laevigata
7191	dataset/cropped/Crataegus laevigata/7190.jpg	Crataegus laevigata
7192	dataset/cropped/Crataegus laevigata/7191.jpg	Crataegus laevigata
7193	dataset/cropped/Crataegus laevigata/7192.jpg	Crataegus laevigata
7194	dataset/cropped/Crataegus laevigata/7193.jpg	Crataegus laevigata
7195	dataset/cropped/Crataegus laevigata/7194.jpg	Crataegus laevigata
7196	dataset/cropped/Crataegus laevigata/7195.jpg	Crataegus laevigata
7197	dataset/cropped/Crataegus laevigata/7196.jpg	Crataegus laevigata
7198	dataset/cropped/Crataegus laevigata/7197.jpg	Crataegus laevigata
7199	dataset/cropped/Crataegus laevigata/7198.jpg	Crataegus laevigata
7200	dataset/cropped/Crataegus laevigata/7199.jpg	Crataegus laevigata
7201	dataset/cropped/Crataegus laevigata/7200.jpg	Crataegus laevigata
7202	dataset/cropped/Crataegus laevigata/7201.jpg	Crataegus laevigata
7203	dataset/cropped/Crataegus laevigata/7202.jpg	Crataegus laevigata
7204	dataset/cropped/Crataegus laevigata/7203.jpg	Crataegus laevigata
7205	dataset/cropped/Crataegus laevigata/7204.jpg	Crataegus laevigata
7206	dataset/cropped/Crataegus laevigata/7205.jpg	Crataegus laevigata
7207	dataset/cropped/Crataegus laevigata/7206.jpg	Crataegus laevigata
7208	dataset/cropped/Crataegus laevigata/7207.jpg	Crataegus laevigata
7209	dataset/cropped/Crataegus laevigata/7208.jpg	Crataegus laevigata
7210	dataset/cropped/Crataegus laevigata/7209.jpg	Crataegus laevigata
7211	dataset/cropped/Crataegus laevigata/7210.jpg	Crataegus laevigata
7212	dataset/cropped/Crataegus laevigata/7211.jpg	Crataegus laevigata
7213	dataset/cropped/Crataegus laevigata/7212.jpg	Crataegus laevigata
7214	dataset/cropped/Crataegus laevigata/7213.jpg	Crataegus laevigata
7215	dataset/cropped/Crataegus laevigata/7214.jpg	Crataegus laevigata
7216	dataset/cropped/Crataegus laevigata/7215.jpg	Crataegus laevigata
7217	dataset/cropped/Crataegus laevigata/7216.jpg	Crataegus laevigata
7218	dataset/cropped/Crataegus laevigata/7217.jpg	Crataegus laevigata
7219	dataset/cropped/Crataegus laevigata/7218.jpg	Crataegus laevigata
7220	dataset/cropped/Crataegus laevigata/7219.jpg	Crataegus laevigata
7221	dataset/cropped/Crataegus laevigata/7220.jpg	Crataegus laevigata
7222	dataset/cropped/Crataegus laevigata/7221.jpg	Crataegus laevigata
7223	dataset/cropped/Crataegus laevigata/7222.jpg	Crataegus laevigata
7224	dataset/cropped/Crataegus laevigata/7223.jpg	Crataegus laevigata
7225	dataset/cropped/Crataegus laevigata/7224.jpg	Crataegus laevigata
7226	dataset/cropped/Crataegus laevigata/7225.jpg	Crataegus laevigata
7227	dataset/cropped/Crataegus laevigata/7226.jpg	Crataegus laevigata
7228	dataset/cropped/Crataegus laevigata/7227.jpg	Crataegus laevigata
7229	dataset/cropped/Crataegus laevigata/7228.jpg	Crataegus laevigata
7230	dataset/cropped/Crataegus laevigata/7229.jpg	Crataegus laevigata
7231	dataset/cropped/Crataegus laevigata/7230.jpg	Crataegus laevigata
7232	dataset/cropped/Crataegus laevigata/7231.jpg	Crataegus laevigata
7233	dataset/cropped/Crataegus laevigata/7232.jpg	Crataegus laevigata
7234	dataset/cropped/Crataegus laevigata/7233.jpg	Crataegus laevigata
7235	dataset/cropped/Crataegus laevigata/7234.jpg	Crataegus laevigata
7236	dataset/cropped/Crataegus laevigata/7235.jpg	Crataegus laevigata
7237	dataset/cropped/Crataegus laevigata/7236.jpg	Crataegus laevigata
7238	dataset/cropped/Crataegus laevigata/7237.jpg	Crataegus laevigata
7239	dataset/cropped/Crataegus laevigata/7238.jpg	Crataegus laevigata
7240	dataset/cropped/Crataegus laevigata/7239.jpg	Crataegus laevigata
7241	dataset/cropped/Crataegus laevigata/7240.jpg	Crataegus laevigata
7242	dataset/cropped/Crataegus laevigata/7241.jpg	Crataegus laevigata
7243	dataset/cropped/Crataegus laevigata/7242.jpg	Crataegus laevigata
7244	dataset/cropped/Crataegus laevigata/7243.jpg	Crataegus laevigata
7245	dataset/cropped/Crataegus laevigata/7244.jpg	Crataegus laevigata
7246	dataset/cropped/Crataegus laevigata/7245.jpg	Crataegus laevigata
7247	dataset/cropped/Crataegus laevigata/7246.jpg	Crataegus laevigata
7248	dataset/cropped/Crataegus laevigata/7247.jpg	Crataegus laevigata
7249	dataset/cropped/Crataegus laevigata/7248.jpg	Crataegus laevigata
7250	dataset/cropped/Crataegus laevigata/7249.jpg	Crataegus laevigata
7251	dataset/cropped/Crataegus laevigata/7250.jpg	Crataegus laevigata
7252	dataset/cropped/Crataegus laevigata/7251.jpg	Crataegus laevigata
7253	dataset/cropped/Crataegus laevigata/7252.jpg	Crataegus laevigata
7254	dataset/cropped/Crataegus laevigata/7253.jpg	Crataegus laevigata
7255	dataset/cropped/Crataegus laevigata/7254.jpg	Crataegus laevigata
7256	dataset/cropped/Crataegus laevigata/7255.jpg	Crataegus laevigata
7257	dataset/cropped/Crataegus laevigata/7256.jpg	Crataegus laevigata
7258	dataset/cropped/Crataegus laevigata/7257.jpg	Crataegus laevigata
7259	dataset/cropped/Crataegus laevigata/7258.jpg	Crataegus laevigata
7260	dataset/cropped/Crataegus laevigata/7259.jpg	Crataegus laevigata
7261	dataset/cropped/Crataegus laevigata/7260.jpg	Crataegus laevigata
7262	dataset/cropped/Crataegus laevigata/7261.jpg	Crataegus laevigata
7263	dataset/cropped/Crataegus laevigata/7262.jpg	Crataegus laevigata
7264	dataset/cropped/Crataegus laevigata/7263.jpg	Crataegus laevigata
7265	dataset/cropped/Crataegus laevigata/7264.jpg	Crataegus laevigata
7266	dataset/cropped/Crataegus laevigata/7265.jpg	Crataegus laevigata
7267	dataset/cropped/Crataegus laevigata/7266.jpg	Crataegus laevigata
7268	dataset/cropped/Crataegus laevigata/7267.jpg	Crataegus laevigata
7269	dataset/cropped/Crataegus laevigata/7268.jpg	Crataegus laevigata
7270	dataset/cropped/Crataegus laevigata/7269.jpg	Crataegus laevigata
7271	dataset/cropped/Crataegus laevigata/7270.jpg	Crataegus laevigata
7272	dataset/cropped/Crataegus laevigata/7271.jpg	Crataegus laevigata
7273	dataset/cropped/Crataegus laevigata/7272.jpg	Crataegus laevigata
7274	dataset/cropped/Crataegus laevigata/7273.jpg	Crataegus laevigata
7275	dataset/cropped/Crataegus laevigata/7274.jpg	Crataegus laevigata
7276	dataset/cropped/Crataegus phaenopyrum/7275.jpg	Crataegus phaenopyrum
7277	dataset/cropped/Crataegus phaenopyrum/7276.jpg	Crataegus phaenopyrum
7278	dataset/cropped/Crataegus phaenopyrum/7277.jpg	Crataegus phaenopyrum
7279	dataset/cropped/Crataegus phaenopyrum/7278.jpg	Crataegus phaenopyrum
7280	dataset/cropped/Crataegus phaenopyrum/7279.jpg	Crataegus phaenopyrum
7281	dataset/cropped/Crataegus phaenopyrum/7280.jpg	Crataegus phaenopyrum
7282	dataset/cropped/Crataegus phaenopyrum/7281.jpg	Crataegus phaenopyrum
7283	dataset/cropped/Crataegus phaenopyrum/7282.jpg	Crataegus phaenopyrum
7284	dataset/cropped/Crataegus phaenopyrum/7283.jpg	Crataegus phaenopyrum
7285	dataset/cropped/Crataegus phaenopyrum/7284.jpg	Crataegus phaenopyrum
7286	dataset/cropped/Crataegus phaenopyrum/7285.jpg	Crataegus phaenopyrum
7287	dataset/cropped/Crataegus phaenopyrum/7286.jpg	Crataegus phaenopyrum
7288	dataset/cropped/Crataegus phaenopyrum/7287.jpg	Crataegus phaenopyrum
7289	dataset/cropped/Crataegus phaenopyrum/7288.jpg	Crataegus phaenopyrum
7290	dataset/cropped/Crataegus phaenopyrum/7289.jpg	Crataegus phaenopyrum
7291	dataset/cropped/Crataegus phaenopyrum/7290.jpg	Crataegus phaenopyrum
7292	dataset/cropped/Crataegus phaenopyrum/7291.jpg	Crataegus phaenopyrum
7293	dataset/cropped/Crataegus phaenopyrum/7292.jpg	Crataegus phaenopyrum
7294	dataset/cropped/Crataegus phaenopyrum/7293.jpg	Crataegus phaenopyrum
7295	dataset/cropped/Crataegus phaenopyrum/7294.jpg	Crataegus phaenopyrum
7296	dataset/cropped/Crataegus phaenopyrum/7295.jpg	Crataegus phaenopyrum
7297	dataset/cropped/Crataegus phaenopyrum/7296.jpg	Crataegus phaenopyrum
7298	dataset/cropped/Crataegus phaenopyrum/7297.jpg	Crataegus phaenopyrum
7299	dataset/cropped/Crataegus phaenopyrum/7298.jpg	Crataegus phaenopyrum
7300	dataset/cropped/Crataegus phaenopyrum/7299.jpg	Crataegus phaenopyrum
7301	dataset/cropped/Crataegus phaenopyrum/7300.jpg	Crataegus phaenopyrum
7302	dataset/cropped/Crataegus phaenopyrum/7301.jpg	Crataegus phaenopyrum
7303	dataset/cropped/Crataegus phaenopyrum/7302.jpg	Crataegus phaenopyrum
7304	dataset/cropped/Crataegus phaenopyrum/7303.jpg	Crataegus phaenopyrum
7305	dataset/cropped/Crataegus phaenopyrum/7304.jpg	Crataegus phaenopyrum
7306	dataset/cropped/Crataegus phaenopyrum/7305.jpg	Crataegus phaenopyrum
7307	dataset/cropped/Crataegus phaenopyrum/7306.jpg	Crataegus phaenopyrum
7308	dataset/cropped/Crataegus phaenopyrum/7307.jpg	Crataegus phaenopyrum
7309	dataset/cropped/Crataegus phaenopyrum/7308.jpg	Crataegus phaenopyrum
7310	dataset/cropped/Crataegus phaenopyrum/7309.jpg	Crataegus phaenopyrum
7311	dataset/cropped/Crataegus phaenopyrum/7310.jpg	Crataegus phaenopyrum
7312	dataset/cropped/Crataegus phaenopyrum/7311.jpg	Crataegus phaenopyrum
7313	dataset/cropped/Crataegus phaenopyrum/7312.jpg	Crataegus phaenopyrum
7314	dataset/cropped/Crataegus phaenopyrum/7313.jpg	Crataegus phaenopyrum
7315	dataset/cropped/Crataegus phaenopyrum/7314.jpg	Crataegus phaenopyrum
7316	dataset/cropped/Crataegus phaenopyrum/7315.jpg	Crataegus phaenopyrum
7317	dataset/cropped/Crataegus phaenopyrum/7316.jpg	Crataegus phaenopyrum
7318	dataset/cropped/Crataegus phaenopyrum/7317.jpg	Crataegus phaenopyrum
7319	dataset/cropped/Crataegus phaenopyrum/7318.jpg	Crataegus phaenopyrum
7320	dataset/cropped/Crataegus phaenopyrum/7319.jpg	Crataegus phaenopyrum
7321	dataset/cropped/Crataegus phaenopyrum/7320.jpg	Crataegus phaenopyrum
7322	dataset/cropped/Crataegus phaenopyrum/7321.jpg	Crataegus phaenopyrum
7323	dataset/cropped/Crataegus phaenopyrum/7322.jpg	Crataegus phaenopyrum
7324	dataset/cropped/Crataegus phaenopyrum/7323.jpg	Crataegus phaenopyrum
7325	dataset/cropped/Crataegus phaenopyrum/7324.jpg	Crataegus phaenopyrum
7326	dataset/cropped/Crataegus phaenopyrum/7325.jpg	Crataegus phaenopyrum
7327	dataset/cropped/Crataegus phaenopyrum/7326.jpg	Crataegus phaenopyrum
7328	dataset/cropped/Crataegus phaenopyrum/7327.jpg	Crataegus phaenopyrum
7329	dataset/cropped/Crataegus phaenopyrum/7328.jpg	Crataegus phaenopyrum
7330	dataset/cropped/Crataegus phaenopyrum/7329.jpg	Crataegus phaenopyrum
7331	dataset/cropped/Crataegus phaenopyrum/7330.jpg	Crataegus phaenopyrum
7332	dataset/cropped/Crataegus phaenopyrum/7331.jpg	Crataegus phaenopyrum
7333	dataset/cropped/Crataegus phaenopyrum/7332.jpg	Crataegus phaenopyrum
7334	dataset/cropped/Crataegus phaenopyrum/7333.jpg	Crataegus phaenopyrum
7335	dataset/cropped/Crataegus phaenopyrum/7334.jpg	Crataegus phaenopyrum
7336	dataset/cropped/Crataegus phaenopyrum/7335.jpg	Crataegus phaenopyrum
7337	dataset/cropped/Crataegus phaenopyrum/7336.jpg	Crataegus phaenopyrum
7338	dataset/cropped/Crataegus phaenopyrum/7337.jpg	Crataegus phaenopyrum
7339	dataset/cropped/Crataegus phaenopyrum/7338.jpg	Crataegus phaenopyrum
7340	dataset/cropped/Crataegus phaenopyrum/7339.jpg	Crataegus phaenopyrum
7341	dataset/cropped/Crataegus phaenopyrum/7340.jpg	Crataegus phaenopyrum
7342	dataset/cropped/Crataegus phaenopyrum/7341.jpg	Crataegus phaenopyrum
7343	dataset/cropped/Crataegus phaenopyrum/7342.jpg	Crataegus phaenopyrum
7344	dataset/cropped/Crataegus phaenopyrum/7343.jpg	Crataegus phaenopyrum
7345	dataset/cropped/Crataegus phaenopyrum/7344.jpg	Crataegus phaenopyrum
7346	dataset/cropped/Crataegus phaenopyrum/7345.jpg	Crataegus phaenopyrum
7347	dataset/cropped/Crataegus phaenopyrum/7346.jpg	Crataegus phaenopyrum
7348	dataset/cropped/Crataegus phaenopyrum/7347.jpg	Crataegus phaenopyrum
7349	dataset/cropped/Crataegus phaenopyrum/7348.jpg	Crataegus phaenopyrum
7350	dataset/cropped/Crataegus phaenopyrum/7349.jpg	Crataegus phaenopyrum
7351	dataset/cropped/Crataegus phaenopyrum/7350.jpg	Crataegus phaenopyrum
7352	dataset/cropped/Crataegus phaenopyrum/7351.jpg	Crataegus phaenopyrum
7353	dataset/cropped/Crataegus phaenopyrum/7352.jpg	Crataegus phaenopyrum
7354	dataset/cropped/Crataegus phaenopyrum/7353.jpg	Crataegus phaenopyrum
7355	dataset/cropped/Crataegus phaenopyrum/7354.jpg	Crataegus phaenopyrum
7356	dataset/cropped/Crataegus phaenopyrum/7355.jpg	Crataegus phaenopyrum
7357	dataset/cropped/Crataegus phaenopyrum/7356.jpg	Crataegus phaenopyrum
7358	dataset/cropped/Crataegus phaenopyrum/7357.jpg	Crataegus phaenopyrum
7359	dataset/cropped/Crataegus phaenopyrum/7358.jpg	Crataegus phaenopyrum
7360	dataset/cropped/Crataegus phaenopyrum/7359.jpg	Crataegus phaenopyrum
7361	dataset/cropped/Crataegus phaenopyrum/7360.jpg	Crataegus phaenopyrum
7362	dataset/cropped/Crataegus phaenopyrum/7361.jpg	Crataegus phaenopyrum
7363	dataset/cropped/Crataegus phaenopyrum/7362.jpg	Crataegus phaenopyrum
7364	dataset/cropped/Crataegus phaenopyrum/7363.jpg	Crataegus phaenopyrum
7365	dataset/cropped/Crataegus phaenopyrum/7364.jpg	Crataegus phaenopyrum
7366	dataset/cropped/Crataegus phaenopyrum/7365.jpg	Crataegus phaenopyrum
7367	dataset/cropped/Crataegus phaenopyrum/7366.jpg	Crataegus phaenopyrum
7368	dataset/cropped/Crataegus phaenopyrum/7367.jpg	Crataegus phaenopyrum
7369	dataset/cropped/Crataegus phaenopyrum/7368.jpg	Crataegus phaenopyrum
7370	dataset/cropped/Crataegus phaenopyrum/7369.jpg	Crataegus phaenopyrum
7371	dataset/cropped/Crataegus phaenopyrum/7370.jpg	Crataegus phaenopyrum
7372	dataset/cropped/Crataegus phaenopyrum/7371.jpg	Crataegus phaenopyrum
7373	dataset/cropped/Crataegus phaenopyrum/7372.jpg	Crataegus phaenopyrum
7374	dataset/cropped/Crataegus phaenopyrum/7373.jpg	Crataegus phaenopyrum
7375	dataset/cropped/Crataegus phaenopyrum/7374.jpg	Crataegus phaenopyrum
7376	dataset/cropped/Crataegus phaenopyrum/7375.jpg	Crataegus phaenopyrum
7377	dataset/cropped/Crataegus phaenopyrum/7376.jpg	Crataegus phaenopyrum
7378	dataset/cropped/Crataegus phaenopyrum/7377.jpg	Crataegus phaenopyrum
7379	dataset/cropped/Crataegus phaenopyrum/7378.jpg	Crataegus phaenopyrum
7380	dataset/cropped/Crataegus phaenopyrum/7379.jpg	Crataegus phaenopyrum
7381	dataset/cropped/Crataegus phaenopyrum/7380.jpg	Crataegus phaenopyrum
7382	dataset/cropped/Crataegus phaenopyrum/7381.jpg	Crataegus phaenopyrum
7383	dataset/cropped/Crataegus phaenopyrum/7382.jpg	Crataegus phaenopyrum
7384	dataset/cropped/Crataegus phaenopyrum/7383.jpg	Crataegus phaenopyrum
7385	dataset/cropped/Crataegus phaenopyrum/7384.jpg	Crataegus phaenopyrum
7386	dataset/cropped/Crataegus phaenopyrum/7385.jpg	Crataegus phaenopyrum
7387	dataset/cropped/Crataegus phaenopyrum/7386.jpg	Crataegus phaenopyrum
7388	dataset/cropped/Crataegus phaenopyrum/7387.jpg	Crataegus phaenopyrum
7389	dataset/cropped/Crataegus phaenopyrum/7388.jpg	Crataegus phaenopyrum
7390	dataset/cropped/Crataegus phaenopyrum/7389.jpg	Crataegus phaenopyrum
7391	dataset/cropped/Crataegus phaenopyrum/7390.jpg	Crataegus phaenopyrum
7392	dataset/cropped/Crataegus phaenopyrum/7391.jpg	Crataegus phaenopyrum
7393	dataset/cropped/Crataegus phaenopyrum/7392.jpg	Crataegus phaenopyrum
7394	dataset/cropped/Crataegus phaenopyrum/7393.jpg	Crataegus phaenopyrum
7395	dataset/cropped/Crataegus phaenopyrum/7394.jpg	Crataegus phaenopyrum
7396	dataset/cropped/Crataegus phaenopyrum/7395.jpg	Crataegus phaenopyrum
7397	dataset/cropped/Crataegus phaenopyrum/7396.jpg	Crataegus phaenopyrum
7398	dataset/cropped/Crataegus phaenopyrum/7397.jpg	Crataegus phaenopyrum
7399	dataset/cropped/Crataegus phaenopyrum/7398.jpg	Crataegus phaenopyrum
7400	dataset/cropped/Crataegus phaenopyrum/7399.jpg	Crataegus phaenopyrum
7401	dataset/cropped/Crataegus phaenopyrum/7400.jpg	Crataegus phaenopyrum
7402	dataset/cropped/Crataegus phaenopyrum/7401.jpg	Crataegus phaenopyrum
7403	dataset/cropped/Crataegus phaenopyrum/7402.jpg	Crataegus phaenopyrum
7404	dataset/cropped/Crataegus phaenopyrum/7403.jpg	Crataegus phaenopyrum
7405	dataset/cropped/Crataegus phaenopyrum/7404.jpg	Crataegus phaenopyrum
7406	dataset/cropped/Crataegus phaenopyrum/7405.jpg	Crataegus phaenopyrum
7407	dataset/cropped/Crataegus phaenopyrum/7406.jpg	Crataegus phaenopyrum
7408	dataset/cropped/Crataegus phaenopyrum/7407.jpg	Crataegus phaenopyrum
7409	dataset/cropped/Crataegus phaenopyrum/7408.jpg	Crataegus phaenopyrum
7410	dataset/cropped/Crataegus phaenopyrum/7409.jpg	Crataegus phaenopyrum
7411	dataset/cropped/Crataegus phaenopyrum/7410.jpg	Crataegus phaenopyrum
7412	dataset/cropped/Crataegus phaenopyrum/7411.jpg	Crataegus phaenopyrum
7413	dataset/cropped/Crataegus phaenopyrum/7412.jpg	Crataegus phaenopyrum
7414	dataset/cropped/Crataegus phaenopyrum/7413.jpg	Crataegus phaenopyrum
7415	dataset/cropped/Crataegus phaenopyrum/7414.jpg	Crataegus phaenopyrum
7416	dataset/cropped/Crataegus phaenopyrum/7415.jpg	Crataegus phaenopyrum
7417	dataset/cropped/Crataegus phaenopyrum/7416.jpg	Crataegus phaenopyrum
7418	dataset/cropped/Cryptomeria japonica/7417.jpg	Cryptomeria japonica
7419	dataset/cropped/Cryptomeria japonica/7418.jpg	Cryptomeria japonica
7420	dataset/cropped/Cryptomeria japonica/7419.jpg	Cryptomeria japonica
7421	dataset/cropped/Cryptomeria japonica/7420.jpg	Cryptomeria japonica
7422	dataset/cropped/Cryptomeria japonica/7421.jpg	Cryptomeria japonica
7423	dataset/cropped/Cryptomeria japonica/7422.jpg	Cryptomeria japonica
7424	dataset/cropped/Cryptomeria japonica/7423.jpg	Cryptomeria japonica
7425	dataset/cropped/Cryptomeria japonica/7424.jpg	Cryptomeria japonica
7426	dataset/cropped/Cryptomeria japonica/7425.jpg	Cryptomeria japonica
7427	dataset/cropped/Cryptomeria japonica/7426.jpg	Cryptomeria japonica
7428	dataset/cropped/Cryptomeria japonica/7427.jpg	Cryptomeria japonica
7429	dataset/cropped/Cryptomeria japonica/7428.jpg	Cryptomeria japonica
7430	dataset/cropped/Cryptomeria japonica/7429.jpg	Cryptomeria japonica
7431	dataset/cropped/Cryptomeria japonica/7430.jpg	Cryptomeria japonica
7432	dataset/cropped/Cryptomeria japonica/7431.jpg	Cryptomeria japonica
7433	dataset/cropped/Cryptomeria japonica/7432.jpg	Cryptomeria japonica
7434	dataset/cropped/Cryptomeria japonica/7433.jpg	Cryptomeria japonica
7435	dataset/cropped/Cryptomeria japonica/7434.jpg	Cryptomeria japonica
7436	dataset/cropped/Cryptomeria japonica/7435.jpg	Cryptomeria japonica
7437	dataset/cropped/Cryptomeria japonica/7436.jpg	Cryptomeria japonica
7438	dataset/cropped/Cryptomeria japonica/7437.jpg	Cryptomeria japonica
7439	dataset/cropped/Cryptomeria japonica/7438.jpg	Cryptomeria japonica
7440	dataset/cropped/Cryptomeria japonica/7439.jpg	Cryptomeria japonica
7441	dataset/cropped/Cryptomeria japonica/7440.jpg	Cryptomeria japonica
7442	dataset/cropped/Cryptomeria japonica/7441.jpg	Cryptomeria japonica
7443	dataset/cropped/Cryptomeria japonica/7442.jpg	Cryptomeria japonica
7444	dataset/cropped/Cryptomeria japonica/7443.jpg	Cryptomeria japonica
7445	dataset/cropped/Cryptomeria japonica/7444.jpg	Cryptomeria japonica
7446	dataset/cropped/Cryptomeria japonica/7445.jpg	Cryptomeria japonica
7447	dataset/cropped/Cryptomeria japonica/7446.jpg	Cryptomeria japonica
7448	dataset/cropped/Cryptomeria japonica/7447.jpg	Cryptomeria japonica
7449	dataset/cropped/Cryptomeria japonica/7448.jpg	Cryptomeria japonica
7450	dataset/cropped/Cryptomeria japonica/7449.jpg	Cryptomeria japonica
7451	dataset/cropped/Cryptomeria japonica/7450.jpg	Cryptomeria japonica
7452	dataset/cropped/Cryptomeria japonica/7451.jpg	Cryptomeria japonica
7453	dataset/cropped/Cryptomeria japonica/7452.jpg	Cryptomeria japonica
7454	dataset/cropped/Cryptomeria japonica/7453.jpg	Cryptomeria japonica
7455	dataset/cropped/Cryptomeria japonica/7454.jpg	Cryptomeria japonica
7456	dataset/cropped/Cryptomeria japonica/7455.jpg	Cryptomeria japonica
7457	dataset/cropped/Cryptomeria japonica/7456.jpg	Cryptomeria japonica
7458	dataset/cropped/Cryptomeria japonica/7457.jpg	Cryptomeria japonica
7459	dataset/cropped/Cryptomeria japonica/7458.jpg	Cryptomeria japonica
7460	dataset/cropped/Cryptomeria japonica/7459.jpg	Cryptomeria japonica
7461	dataset/cropped/Cryptomeria japonica/7460.jpg	Cryptomeria japonica
7462	dataset/cropped/Cryptomeria japonica/7461.jpg	Cryptomeria japonica
7463	dataset/cropped/Cryptomeria japonica/7462.jpg	Cryptomeria japonica
7464	dataset/cropped/Cryptomeria japonica/7463.jpg	Cryptomeria japonica
7465	dataset/cropped/Cryptomeria japonica/7464.jpg	Cryptomeria japonica
7466	dataset/cropped/Cryptomeria japonica/7465.jpg	Cryptomeria japonica
7467	dataset/cropped/Cryptomeria japonica/7466.jpg	Cryptomeria japonica
7468	dataset/cropped/Cryptomeria japonica/7467.jpg	Cryptomeria japonica
7469	dataset/cropped/Cryptomeria japonica/7468.jpg	Cryptomeria japonica
7470	dataset/cropped/Cryptomeria japonica/7469.jpg	Cryptomeria japonica
7471	dataset/cropped/Cryptomeria japonica/7470.jpg	Cryptomeria japonica
7472	dataset/cropped/Cryptomeria japonica/7471.jpg	Cryptomeria japonica
7473	dataset/cropped/Cryptomeria japonica/7472.jpg	Cryptomeria japonica
7474	dataset/cropped/Cryptomeria japonica/7473.jpg	Cryptomeria japonica
7475	dataset/cropped/Cryptomeria japonica/7474.jpg	Cryptomeria japonica
7476	dataset/cropped/Cryptomeria japonica/7475.jpg	Cryptomeria japonica
7477	dataset/cropped/Cryptomeria japonica/7476.jpg	Cryptomeria japonica
7478	dataset/cropped/Cryptomeria japonica/7477.jpg	Cryptomeria japonica
7479	dataset/cropped/Cryptomeria japonica/7478.jpg	Cryptomeria japonica
7480	dataset/cropped/Cryptomeria japonica/7479.jpg	Cryptomeria japonica
7481	dataset/cropped/Cryptomeria japonica/7480.jpg	Cryptomeria japonica
7482	dataset/cropped/Cryptomeria japonica/7481.jpg	Cryptomeria japonica
7483	dataset/cropped/Cryptomeria japonica/7482.jpg	Cryptomeria japonica
7484	dataset/cropped/Cryptomeria japonica/7483.jpg	Cryptomeria japonica
7485	dataset/cropped/Cryptomeria japonica/7484.jpg	Cryptomeria japonica
7486	dataset/cropped/Cryptomeria japonica/7485.jpg	Cryptomeria japonica
7487	dataset/cropped/Cryptomeria japonica/7486.jpg	Cryptomeria japonica
7488	dataset/cropped/Cryptomeria japonica/7487.jpg	Cryptomeria japonica
7489	dataset/cropped/Cryptomeria japonica/7488.jpg	Cryptomeria japonica
7490	dataset/cropped/Cryptomeria japonica/7489.jpg	Cryptomeria japonica
7491	dataset/cropped/Cryptomeria japonica/7490.jpg	Cryptomeria japonica
7492	dataset/cropped/Cryptomeria japonica/7491.jpg	Cryptomeria japonica
7493	dataset/cropped/Cryptomeria japonica/7492.jpg	Cryptomeria japonica
7494	dataset/cropped/Cryptomeria japonica/7493.jpg	Cryptomeria japonica
7495	dataset/cropped/Cryptomeria japonica/7494.jpg	Cryptomeria japonica
7496	dataset/cropped/Cryptomeria japonica/7495.jpg	Cryptomeria japonica
7497	dataset/cropped/Cryptomeria japonica/7496.jpg	Cryptomeria japonica
7498	dataset/cropped/Cryptomeria japonica/7497.jpg	Cryptomeria japonica
7499	dataset/cropped/Cryptomeria japonica/7498.jpg	Cryptomeria japonica
7500	dataset/cropped/Cryptomeria japonica/7499.jpg	Cryptomeria japonica
7501	dataset/cropped/Cryptomeria japonica/7500.jpg	Cryptomeria japonica
7502	dataset/cropped/Cryptomeria japonica/7501.jpg	Cryptomeria japonica
7503	dataset/cropped/Cryptomeria japonica/7502.jpg	Cryptomeria japonica
7504	dataset/cropped/Cryptomeria japonica/7503.jpg	Cryptomeria japonica
7505	dataset/cropped/Cryptomeria japonica/7504.jpg	Cryptomeria japonica
7506	dataset/cropped/Cryptomeria japonica/7505.jpg	Cryptomeria japonica
7507	dataset/cropped/Cryptomeria japonica/7506.jpg	Cryptomeria japonica
7508	dataset/cropped/Cryptomeria japonica/7507.jpg	Cryptomeria japonica
7509	dataset/cropped/Cryptomeria japonica/7508.jpg	Cryptomeria japonica
7510	dataset/cropped/Cryptomeria japonica/7509.jpg	Cryptomeria japonica
7511	dataset/cropped/Cryptomeria japonica/7510.jpg	Cryptomeria japonica
7512	dataset/cropped/Cryptomeria japonica/7511.jpg	Cryptomeria japonica
7513	dataset/cropped/Cryptomeria japonica/7512.jpg	Cryptomeria japonica
7514	dataset/cropped/Cryptomeria japonica/7513.jpg	Cryptomeria japonica
7515	dataset/cropped/Cryptomeria japonica/7514.jpg	Cryptomeria japonica
7516	dataset/cropped/Cryptomeria japonica/7515.jpg	Cryptomeria japonica
7517	dataset/cropped/Cryptomeria japonica/7516.jpg	Cryptomeria japonica
7518	dataset/cropped/Cryptomeria japonica/7517.jpg	Cryptomeria japonica
7519	dataset/cropped/Cryptomeria japonica/7518.jpg	Cryptomeria japonica
7520	dataset/cropped/Cryptomeria japonica/7519.jpg	Cryptomeria japonica
7521	dataset/cropped/Cryptomeria japonica/7520.jpg	Cryptomeria japonica
